,cog,year,Trimestre 1,Trimestre 2,Trimestre 3,Trimestre 4,De 10 à 14 ans,De 15 à 19 ans,De 20 à 24 ans,De 20 à 39 ans,De 25 à 29 ans,De 30 à 34 ans,De 35 à 39 ans,De 40 à 44 ans,De 40 à 59 ans,De 45 à 49 ans,De 50 à 54 ans,De 55 à 59 ans,De 5 à 9 ans,De 60 à 64 ans,De 60 à 74 ans,De 65 à 69 ans,De 70 à 74 ans,De 75 à 79 ans,De 80 à 84 ans,De 85 à 89 ans,De 90 à 94 ans,75 ans ou plus,95 ans ou plus,Moins de 20 ans,Moins de 5 ans,Total,Président du conseil régional,Positionnement parti,Parti politique,Chomage moyenne anneé,Age moyen,De 20 à 64 ans,65 ans et plus
743,06,2015,,,,,31049.0,23195.0,14973.0,61755.0,15470.0,15896.0,15416.0,12942.0,35613.0,10415.0,6767.0,5489.0,34077.0,3813.0,7899.0,2609.0,1477.0,1038.0,573.0,291.0,110.0,2121.0,109.0,124801.0,36480.0,232189.0,,,,,,101181.0,6207.0
744,06,2016,,,,,32224.0,24073.0,15542.0,64093.0,16057.0,16495.0,15999.0,13433.0,36962.0,10810.0,7025.0,5694.0,35371.0,3957.0,8200.0,2711.0,1532.0,1078.0,596.0,302.0,112.0,2201.0,113.0,129531.0,37863.0,240987.0,,,,,,105012.0,6444.0
745,06,2017,,,,,33447.0,24988.0,16132.0,66527.0,16667.0,17121.0,16607.0,13944.0,38368.0,11220.0,7292.0,5912.0,36716.0,4109.0,8515.0,2814.0,1592.0,1120.0,618.0,314.0,114.0,2279.0,113.0,134454.0,39303.0,250143.0,,,,,,109004.0,6685.0
746,06,2018,,,,,34715.0,25935.0,16745.0,69047.0,17299.0,17768.0,17235.0,14473.0,39823.0,11645.0,7569.0,6136.0,38109.0,4264.0,8836.0,2920.0,1652.0,1162.0,640.0,326.0,116.0,2357.0,113.0,139558.0,40799.0,259621.0,,,,,,113134.0,6929.0
747,06,2019,,,,,36047.0,26930.0,17386.0,71696.0,17962.0,18451.0,17897.0,15029.0,41350.0,12090.0,7859.0,6372.0,39572.0,4427.0,9172.0,3032.0,1713.0,1207.0,665.0,338.0,118.0,2441.0,113.0,144920.0,42371.0,269579.0,,,,,,117473.0,7186.0
748,06,2020,,,,,37399.0,27942.0,18039.0,74388.0,18636.0,19144.0,18569.0,15593.0,42900.0,12544.0,8153.0,6610.0,41057.0,4592.0,9513.0,3145.0,1776.0,1253.0,692.0,350.0,120.0,2528.0,113.0,150367.0,43969.0,279696.0,,,,,,121880.0,7449.0
749,06,2021,,,,,38651.0,28874.0,18642.0,76870.0,19258.0,19782.0,19188.0,16113.0,44328.0,12961.0,8424.0,6830.0,42433.0,4745.0,9831.0,3250.0,1836.0,1295.0,714.0,362.0,122.0,2606.0,113.0,155404.0,45446.0,289039.0,,,,,,125943.0,7692.0
750,06,2022,,,,,40066.0,29931.0,19324.0,79691.0,19963.0,20509.0,19895.0,16700.0,45956.0,13441.0,8733.0,7082.0,43977.0,4921.0,10193.0,3369.0,1903.0,1337.0,739.0,378.0,144.0,2740.0,142.0,161054.0,47080.0,299634.0,,,,,,130568.0,8012.0
751,06,2023,,,,,41480.0,30993.0,20007.0,82505.0,20665.0,21236.0,20597.0,17291.0,47593.0,13925.0,9047.0,7330.0,45526.0,5090.0,10556.0,3489.0,1977.0,1391.0,755.0,378.0,139.0,2802.0,139.0,166743.0,48744.0,310199.0,,,,,,135188.0,8268.0
752,06,2024,,,,,42831.0,31998.0,20659.0,85192.0,21335.0,21926.0,21272.0,17852.0,49137.0,14375.0,9335.0,7575.0,47007.0,5261.0,10895.0,3597.0,2037.0,1438.0,774.0,393.0,148.0,2896.0,143.0,172162.0,50326.0,320282.0,,,,,,139590.0,8530.0
753,06,2025,,,,,44035.0,32894.0,21242.0,87586.0,21934.0,22539.0,21871.0,18351.0,50515.0,14784.0,9595.0,7785.0,48327.0,5410.0,11201.0,3694.0,2097.0,1488.0,787.0,411.0,156.0,2985.0,143.0,176995.0,51739.0,329282.0,,,,,,143511.0,8776.0
754,11,2025,,,,,803195.0,801925.0,842660.0,3498225.0,883202.0,887162.0,885201.0,852621.0,3212635.0,804265.0,807935.0,747814.0,725190.0,678410.0,1723310.0,556772.0,488128.0,422316.0,254394.0,178501.0,98807.0,992165.0,38147.0,3024514.0,694204.0,12450849.0,valérie pécresse,Droite,LR-SL,,,7389270.0,2037065.0
755,24,2025,,,,,159284.0,159258.0,133870.0,554427.0,131381.0,137879.0,151297.0,155968.0,650376.0,149707.0,172925.0,171776.0,143140.0,167272.0,481447.0,160541.0,153634.0,134186.0,77258.0,57825.0,31879.0,311162.0,10014.0,584067.0,122385.0,2581479.0,françois bonneau,Gauche,PS,,,1372075.0,625337.0
756,27,2025,,,,,165370.0,168435.0,148215.0,600554.0,143106.0,147547.0,161686.0,168884.0,702457.0,160648.0,184972.0,187953.0,150594.0,186778.0,537928.0,179647.0,171503.0,149706.0,85789.0,63940.0,34161.0,344683.0,11087.0,607458.0,123059.0,2793080.0,marie-guite dufay,Gauche,PS,,,1489789.0,695833.0
757,28,2025,,,,,205043.0,207831.0,184178.0,743807.0,175053.0,183991.0,200585.0,205125.0,828368.0,190822.0,216348.0,216073.0,186851.0,219453.0,628917.0,210236.0,199228.0,168261.0,91535.0,70952.0,38626.0,381305.0,11931.0,758915.0,159190.0,3341312.0,hervé morin,Droite,LC,,,1791628.0,790769.0
758,32,2025,,,,,399098.0,401899.0,366911.0,1434502.0,338763.0,347703.0,381125.0,386137.0,1510032.0,359226.0,392100.0,372569.0,354643.0,363934.0,1012421.0,336408.0,312079.0,259370.0,128996.0,100093.0,53004.0,558259.0,16796.0,1458719.0,303079.0,5973933.0,xavier bertrand,Droite,LR-NF,,,3308468.0,1206746.0
759,44,2025,,,,,331493.0,339666.0,318396.0,1298645.0,309835.0,323008.0,347406.0,353126.0,1419119.0,328824.0,367184.0,369985.0,298310.0,368304.0,1025031.0,342143.0,314584.0,252358.0,145551.0,111715.0,56622.0,583075.0,16829.0,1218181.0,248712.0,5544051.0,franck leroy,Droite,DVD,,,3086068.0,1239802.0
760,52,2025,,,,,249223.0,256515.0,224663.0,898330.0,212531.0,221632.0,239504.0,250328.0,996038.0,239780.0,260681.0,245249.0,220885.0,241053.0,691212.0,230766.0,219393.0,187880.0,105069.0,81781.0,44693.0,433981.0,14558.0,917158.0,190535.0,3936719.0,christelle morançais,Droite,HOR,,,2135421.0,884140.0
761,53,2025,,,,,208041.0,213737.0,187390.0,754948.0,178226.0,186459.0,202873.0,213543.0,879474.0,205283.0,233921.0,226727.0,184623.0,231248.0,666494.0,225268.0,209978.0,182018.0,99760.0,78455.0,40886.0,412269.0,11150.0,762710.0,156309.0,3475895.0,loïg chesnais-girard,Gauche,DVG,,,1865670.0,847515.0
762,75,2025,,,,,345685.0,358275.0,322427.0,1327732.0,309392.0,332025.0,363888.0,380902.0,1582419.0,368085.0,419298.0,414134.0,308911.0,417387.0,1218179.0,408135.0,392657.0,340408.0,197911.0,144837.0,80529.0,789530.0,25845.0,1273349.0,260478.0,6191209.0,alain rousset,Gauche,PS,,,3327538.0,1590322.0
763,76,2025,,,,,359405.0,374049.0,349962.0,1399024.0,332067.0,348059.0,368936.0,382838.0,1564374.0,368077.0,407089.0,406370.0,323318.0,407413.0,1156480.0,384228.0,364839.0,322008.0,194701.0,136166.0,74624.0,750876.0,23377.0,1330833.0,274061.0,6201587.0,carole delga,Gauche,PS,,,3370811.0,1499943.0
764,84,2025,,,,,518894.0,519498.0,472539.0,1968526.0,466978.0,499983.0,529026.0,537109.0,2109650.0,499194.0,545041.0,528306.0,476071.0,502690.0,1383194.0,455590.0,424914.0,374061.0,230212.0,160632.0,87848.0,881188.0,28435.0,1917538.0,403075.0,8260096.0,fabrice pannekoucke,Droite,LR,,,4580866.0,1761692.0
765,93,2025,,,,,301430.0,297262.0,270654.0,1156387.0,274113.0,292515.0,319105.0,326217.0,1330959.0,312482.0,343155.0,349105.0,269026.0,345335.0,968862.0,319898.0,303629.0,277604.0,183287.0,122158.0,68376.0,675662.0,24237.0,1109717.0,241999.0,5241587.0,renaud muselier,Centre,RE,,,2832681.0,1299189.0
766,94,2025,,,,,19652.0,18019.0,16834.0,77489.0,17229.0,20734.0,22692.0,24367.0,96139.0,22855.0,24560.0,24357.0,18362.0,24269.0,70185.0,23319.0,22597.0,18970.0,13193.0,8142.0,3815.0,45270.0,1150.0,71079.0,15046.0,360162.0,,,,,,197897.0,91186.0
