,cog,year,Trimestre 1,Trimestre 2,Trimestre 3,Trimestre 4,De 10 à 14 ans,De 15 à 19 ans,De 20 à 24 ans,De 20 à 39 ans,De 25 à 29 ans,De 30 à 34 ans,De 35 à 39 ans,De 40 à 44 ans,De 40 à 59 ans,De 45 à 49 ans,De 50 à 54 ans,De 55 à 59 ans,De 5 à 9 ans,De 60 à 64 ans,De 60 à 74 ans,De 65 à 69 ans,De 70 à 74 ans,De 75 à 79 ans,De 80 à 84 ans,De 85 à 89 ans,De 90 à 94 ans,75 ans ou plus,95 ans ou plus,Moins de 20 ans,Moins de 5 ans,Total,Président du conseil régional,Positionnement parti,Parti politique,Chomage moyenne anneé,Age moyen,De 20 à 64 ans,65 ans et plus
0,00,1982,6.7,6.8,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,6.875,6.875,0.0,0.0
1,00,1983,7.0,7.0,7.2,7.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.175,7.175,0.0,0.0
2,00,1984,7.9,8.3,8.5,8.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.350000000000001,8.350000000000001,0.0,0.0
3,00,1985,8.8,8.8,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.8,8.8,0.0,0.0
4,00,1986,8.7,8.8,8.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.8,8.8,0.0,0.0
5,00,1987,9.0,9.0,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.9,8.9,0.0,0.0
6,00,1988,8.7,8.6,8.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.524999999999999,8.524999999999999,0.0,0.0
7,00,1989,8.1,7.9,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.9,7.9,0.0,0.0
8,00,1990,7.7,7.7,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.65,7.65,0.0,0.0
9,00,1991,7.6,7.7,8.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.875,7.875,0.0,0.0
10,00,1992,8.4,8.6,8.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.7,8.7,0.0,0.0
11,00,1993,9.2,9.5,9.8,10.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.65,9.65,0.0,0.0
12,00,1994,10.3,10.4,10.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.275,10.275,0.0,0.0
13,00,1995,9.8,9.6,9.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.625,9.625,0.0,0.0
14,00,1996,9.9,10.1,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.1,10.1,0.0,0.0
15,00,1997,10.3,10.3,10.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.25,10.25,0.0,0.0
16,00,1998,9.9,9.8,9.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.8,9.8,0.0,0.0
17,00,1999,9.8,9.8,9.5,9.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.55,9.55,0.0,0.0
18,00,2000,8.7,8.3,8.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.175,8.175,0.0,0.0
19,00,2001,7.4,7.3,7.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.35,7.35,0.0,0.0
20,00,2002,7.5,7.5,7.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.525,7.525,0.0,0.0
21,00,2003,8.0,8.1,8.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.125,8.125,0.0,0.0
22,00,2004,8.6,8.4,8.5,8.6,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.525,8.525,0.0,0.0
23,00,2005,8.3,8.4,8.6,8.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.5,8.5,0.0,0.0
24,00,2006,8.8,8.6,8.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.525,8.525,0.0,0.0
25,00,2007,8.1,7.8,7.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.675,7.675,0.0,0.0
26,00,2008,6.8,7.0,7.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.1,7.1,0.0,0.0
27,00,2009,8.2,8.8,8.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.75,8.75,0.0,0.0
28,00,2010,9.0,8.9,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.924999999999999,8.924999999999999,0.0,0.0
29,00,2011,8.8,8.7,8.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.825,8.825,0.0,0.0
30,00,2012,9.1,9.3,9.4,9.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.399999999999999,9.399999999999999,0.0,0.0
31,00,2013,10.0,10.1,9.9,9.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.95,9.95,0.0,0.0
32,00,2014,9.95,10.0,10.100000000000001,10.3,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.0875,10.0875,0.0,0.0
33,00,2015,10.15,10.35,10.2,10.05,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,10.1875,10.1875,0.0,0.0
34,00,2016,10.05,9.85,9.75,9.85,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.875,9.875,0.0,0.0
35,00,2017,9.45,9.35,9.35,8.85,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.25,9.25,0.0,0.0
36,00,2018,9.15,8.95,8.75,8.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.8625,8.8625,0.0,0.0
37,00,2019,8.65,8.3,8.2,8.05,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,8.3,8.3,0.0,0.0
38,00,2020,7.800000000000001,7.15,8.85,7.949999999999999,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.9375,7.9375,0.0,0.0
39,00,2021,8.1,7.85,7.800000000000001,7.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.7625,7.7625,0.0,0.0
40,00,2022,7.25,7.300000000000001,7.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.1625,7.1625,0.0,0.0
41,00,2023,7.0,7.1,7.300000000000001,7.4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.199999999999999,7.199999999999999,0.0,0.0
42,00,2024,7.4,7.199999999999999,7.300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.3,7.3,0.0,0.0
43,01,2014,23.8,23.8,23.6,24.3,30806.0,28344.0,20542.0,82354.0,17976.0,20030.0,23806.0,29889.0,120096.0,31876.0,31300.0,27031.0,27983.0,24037.0,58560.0,20016.0,14507.0,11766.0,7911.0,5276.0,2419.0,28396.0,1024.0,110780.0,23647.0,400186.0,,,,23.875,23.875,226487.0,62919.0
44,01,2015,23.3,23.7,23.5,23.8,29953.0,27940.0,20468.0,79873.0,18316.0,19448.0,21641.0,29706.0,120711.0,31374.0,32029.0,27602.0,27177.0,24176.0,59972.0,20839.0,14957.0,12051.0,8480.0,5297.0,2578.0,29377.0,971.0,108057.0,22987.0,397990.0,,,,23.575,23.575,224760.0,65173.0
45,01,2016,26.1,25.7,22.2,21.2,29045.0,27739.0,19579.0,77446.0,18126.0,19142.0,20599.0,28638.0,119445.0,30362.0,31779.0,28666.0,26088.0,24790.0,62234.0,21482.0,15962.0,11970.0,8753.0,5304.0,2759.0,29890.0,1104.0,105095.0,22223.0,394110.0,,,,23.8,23.8,221681.0,67334.0
46,01,2017,22.2,23.2,21.5,22.5,28057.0,27307.0,18975.0,75739.0,18316.0,18426.0,20022.0,26947.0,117393.0,29479.0,32120.0,28847.0,24891.0,25695.0,64725.0,22107.0,16923.0,12043.0,9365.0,5475.0,3057.0,31154.0,1214.0,101242.0,20987.0,390253.0,,,,22.35,22.35,218827.0,70184.0
47,01,2018,24.0,21.0,23.5,22.0,27831.0,26753.0,18748.0,74670.0,18095.0,17998.0,19829.0,24931.0,115667.0,29464.0,31314.0,29958.0,23888.0,26273.0,66687.0,22799.0,17615.0,12556.0,9578.0,5715.0,3080.0,32250.0,1321.0,98355.0,19883.0,387629.0,,,,22.625,22.625,216610.0,72664.0
48,01,2019,21.8,19.5,20.6,20.8,26776.0,27019.0,18920.0,74175.0,17705.0,17819.0,19731.0,22702.0,112954.0,28891.0,30790.0,30571.0,22981.0,26573.0,68569.0,23355.0,18641.0,12866.0,9507.0,5861.0,3216.0,32822.0,1372.0,95719.0,18943.0,384239.0,,,,20.675,20.675,213702.0,74818.0
49,01,2020,18.9,11.4,19.5,19.7,25777.0,26379.0,18247.0,73301.0,17309.0,18016.0,19729.0,21564.0,111300.0,28253.0,30222.0,31261.0,22531.0,27497.0,71453.0,24046.0,19910.0,13451.0,9771.0,6224.0,3064.0,33806.0,1296.0,93699.0,19012.0,383559.0,,,,17.375,17.375,212098.0,77762.0
50,01,2021,17.4,19.5,16.5,15.6,25137.0,26249.0,18599.0,73580.0,16848.0,18380.0,19753.0,20697.0,110095.0,27980.0,29875.0,31543.0,22104.0,28230.0,73037.0,24596.0,20211.0,14281.0,9829.0,6507.0,3029.0,34959.0,1313.0,92644.0,19154.0,384315.0,ary chalus,Centre,RE-GUSR,17.25,17.25,211905.0,79766.0
51,01,2022,18.1,18.4,18.4,19.4,24132.0,25543.0,18867.0,72995.0,16416.0,18438.0,19274.0,20504.0,108817.0,26322.0,29703.0,32288.0,21520.0,29028.0,75873.0,25588.0,21257.0,15175.0,9822.0,6824.0,3021.0,36176.0,1334.0,89708.0,18513.0,383569.0,ary chalus,Centre,RE-GUSR,18.575,18.575,210840.0,83021.0
52,01,2023,18.1,19.4,17.4,19.3,23566.0,24939.0,18596.0,72245.0,16317.0,18505.0,18827.0,20370.0,106585.0,24964.0,29599.0,31652.0,20742.0,30532.0,78716.0,26050.0,22134.0,16035.0,10257.0,6774.0,3144.0,37449.0,1239.0,87738.0,18491.0,382733.0,ary chalus,Centre,RE-GUSR,18.55,18.55,209362.0,85633.0
53,01,2024,17.1,15.5,18.7,,23108.0,24101.0,18365.0,71580.0,16092.0,18230.0,18893.0,20312.0,104432.0,23450.0,29018.0,31652.0,19933.0,31241.0,81226.0,27110.0,22875.0,17031.0,10717.0,6743.0,3218.0,38956.0,1247.0,85715.0,18573.0,381909.0,ary chalus,Centre,RE-GUSR,17.099999999999998,17.099999999999998,207253.0,88941.0
54,02,2014,19.6,19.6,19.4,18.9,26216.0,24818.0,19957.0,76841.0,18087.0,18052.0,20745.0,27892.0,120206.0,32049.0,32429.0,27836.0,23657.0,24362.0,59331.0,19857.0,15112.0,13509.0,9318.0,5770.0,2836.0,32581.0,1148.0,94952.0,20261.0,383911.0,,,,19.375,19.375,221409.0,67550.0
55,02,2015,18.8,17.5,17.0,18.1,25303.0,24210.0,19423.0,75047.0,18063.0,18089.0,19472.0,26693.0,118815.0,31030.0,32805.0,28287.0,23383.0,25046.0,61180.0,20671.0,15463.0,13514.0,9733.0,5806.0,3003.0,33202.0,1146.0,92633.0,19737.0,380877.0,,,,17.85,17.85,218908.0,69336.0
56,02,2016,18.4,18.4,17.7,16.8,24369.0,23986.0,18698.0,72718.0,17897.0,17753.0,18370.0,25107.0,117552.0,29978.0,33063.0,29404.0,22508.0,25283.0,62616.0,21133.0,16200.0,13697.0,10009.0,6111.0,3079.0,34179.0,1283.0,89415.0,18552.0,376480.0,,,,17.825,17.825,215553.0,71512.0
57,02,2017,18.5,18.4,17.7,17.0,23547.0,23937.0,17618.0,70375.0,17467.0,17515.0,17775.0,22894.0,115079.0,28969.0,32841.0,30375.0,21378.0,26211.0,65218.0,21944.0,17063.0,13639.0,10588.0,6515.0,3062.0,35256.0,1452.0,86666.0,17804.0,372594.0,,,,17.9,17.9,211665.0,74263.0
58,02,2018,15.6,18.3,17.1,18.4,22987.0,23350.0,16901.0,69595.0,17306.0,17427.0,17961.0,20965.0,112262.0,27971.0,32488.0,30838.0,20529.0,27086.0,66981.0,22519.0,17376.0,13626.0,11107.0,6433.0,3195.0,35819.0,1458.0,84126.0,17260.0,368783.0,,,,17.35,17.35,208943.0,75714.0
59,02,2019,16.2,14.4,13.9,15.3,22172.0,23593.0,16886.0,69074.0,16909.0,17291.0,17988.0,19414.0,108914.0,26497.0,31509.0,31494.0,19574.0,27222.0,68640.0,23163.0,18255.0,13411.0,11084.0,6553.0,3272.0,35735.0,1415.0,82145.0,16806.0,364508.0,,,,14.95,14.95,205210.0,77153.0
60,02,2020,11.8,8.1,15.4,14.1,21674.0,22297.0,16652.0,68673.0,16307.0,17831.0,17883.0,18450.0,106060.0,25523.0,30259.0,31828.0,19055.0,27831.0,70684.0,23996.0,18857.0,13513.0,11139.0,6853.0,3268.0,36214.0,1441.0,79594.0,16568.0,361225.0,,,,12.35,12.35,202564.0,79067.0
61,02,2021,12.7,14.7,13.1,11.0,21717.0,20788.0,17387.0,69182.0,15633.0,17954.0,18208.0,18121.0,103752.0,24134.0,29368.0,32129.0,18886.0,28798.0,73184.0,24593.0,19793.0,13977.0,11211.0,6923.0,3387.0,36963.0,1465.0,77668.0,16277.0,360749.0,,,,12.875,12.875,201732.0,81349.0
62,02,2022,12.4,13.8,13.4,10.1,20960.0,21056.0,16521.0,68299.0,15361.0,18085.0,18332.0,18155.0,102083.0,22705.0,29425.0,31798.0,18589.0,29966.0,76106.0,25360.0,20780.0,14772.0,10925.0,7286.0,3457.0,37842.0,1402.0,76689.0,16084.0,361019.0,,,,12.425,12.425,200348.0,83982.0
63,02,2023,12.2,10.6,10.0,10.3,20431.0,20713.0,16143.0,67460.0,14820.0,18184.0,18313.0,18481.0,99549.0,21027.0,28430.0,31611.0,18332.0,30819.0,78386.0,26097.0,21470.0,15474.0,10836.0,7557.0,3261.0,38477.0,1349.0,75330.0,15854.0,359202.0,,,,10.774999999999999,10.774999999999999,197828.0,86044.0
64,02,2024,11.6,14.0,10.3,,19920.0,20471.0,15432.0,66659.0,14745.0,17907.0,18575.0,18497.0,96790.0,20001.0,27178.0,31114.0,18173.0,31495.0,80684.0,26818.0,22371.0,16252.0,10875.0,7651.0,3285.0,39391.0,1328.0,74066.0,15502.0,357590.0,,,,11.966666666666669,11.966666666666669,194944.0,88580.0
65,03,2014,20.6,22.8,23.3,22.0,27824.0,22304.0,17796.0,71609.0,17778.0,18603.0,17432.0,17335.0,53435.0,14326.0,11962.0,9812.0,29513.0,7082.0,14583.0,4735.0,2766.0,1732.0,1219.0,702.0,349.0,4096.0,94.0,108615.0,28974.0,252338.0,,,,22.175,22.175,132126.0,11597.0
66,03,2015,21.0,19.9,23.4,23.6,28785.0,23287.0,18269.0,73521.0,17982.0,19238.0,18032.0,17786.0,55355.0,15153.0,12309.0,10107.0,29696.0,7745.0,15921.0,5134.0,3042.0,1800.0,1280.0,714.0,359.0,4257.0,104.0,110811.0,29043.0,259865.0,,,,21.975,21.975,136621.0,12433.0
67,03,2016,22.4,22.3,25.2,21.7,29116.0,24895.0,18147.0,76198.0,19197.0,19564.0,19290.0,18015.0,58062.0,16070.0,13147.0,10830.0,30302.0,8268.0,17092.0,5492.0,3332.0,2043.0,1269.0,795.0,350.0,4575.0,118.0,113425.0,29112.0,269352.0,,,,22.900000000000002,22.900000000000002,142528.0,13399.0
68,03,2017,20.9,23.6,22.6,20.4,29288.0,25351.0,18587.0,74738.0,18596.0,19170.0,18385.0,17492.0,57520.0,15493.0,13521.0,11014.0,29906.0,8800.0,18313.0,5706.0,3807.0,2041.0,1431.0,857.0,392.0,4863.0,142.0,113266.0,28721.0,268700.0,,,,21.875,21.875,141058.0,14376.0
69,03,2018,18.5,19.3,19.1,19.0,29490.0,26255.0,18797.0,77055.0,19146.0,19586.0,19526.0,17432.0,58397.0,16032.0,13482.0,11451.0,30485.0,8890.0,19069.0,6093.0,4086.0,2349.0,1503.0,825.0,404.0,5240.0,159.0,116367.0,30137.0,276128.0,,,,18.975,18.975,144342.0,15419.0
70,03,2019,17.5,20.6,20.0,19.4,29938.0,27452.0,19123.0,77788.0,18883.0,19706.0,20076.0,17623.0,59911.0,16554.0,13944.0,11790.0,30423.0,9467.0,20301.0,6506.0,4328.0,2567.0,1522.0,842.0,405.0,5510.0,174.0,118168.0,30355.0,281678.0,,,,19.375,19.375,147166.0,16344.0
71,03,2020,16.4,8.8,18.8,20.4,30482.0,27374.0,19842.0,78568.0,18922.0,19761.0,20043.0,17402.0,60584.0,16652.0,14337.0,12193.0,30232.0,9688.0,21073.0,6866.0,4519.0,2778.0,1656.0,955.0,336.0,5921.0,196.0,118987.0,30899.0,285133.0,,,,16.1,16.1,148840.0,17306.0
72,03,2021,12.3,12.9,16.4,13.5,30078.0,26916.0,20179.0,78593.0,18541.0,19758.0,20115.0,18201.0,61681.0,16428.0,14490.0,12562.0,29841.0,9871.0,21912.0,7197.0,4844.0,2843.0,1799.0,886.0,355.0,6065.0,182.0,118367.0,31532.0,286618.0,,,,13.775,13.775,150145.0,18106.0
73,03,2022,15.3,13.1,13.6,10.8,30147.0,27360.0,20197.0,78175.0,18366.0,19487.0,20125.0,18644.0,62655.0,16388.0,14858.0,12765.0,29504.0,10166.0,22911.0,7581.0,5164.0,3091.0,1911.0,1000.0,360.0,6555.0,193.0,118086.0,31075.0,288382.0,,,,13.2,13.2,150996.0,19300.0
74,03,2023,13.3,13.5,12.2,16.3,30214.0,27371.0,20596.0,78228.0,18140.0,19826.0,19666.0,19337.0,63925.0,16172.0,15167.0,13249.0,29751.0,10386.0,23509.0,7618.0,5505.0,3428.0,1978.0,983.0,386.0,6970.0,195.0,117478.0,30142.0,290110.0,,,,13.825,13.825,152539.0,20093.0
75,03,2024,16.1,18.7,17.8,,29969.0,27750.0,20214.0,78063.0,18460.0,19637.0,19752.0,19571.0,64535.0,16340.0,15427.0,13197.0,30443.0,10667.0,24488.0,8042.0,5779.0,3650.0,2132.0,1009.0,396.0,7381.0,194.0,117307.0,29145.0,291774.0,,,,17.53333333333333,17.53333333333333,153265.0,21202.0
76,04,2014,25.7,26.9,27.5,25.3,71311.0,65727.0,56822.0,217785.0,52114.0,52708.0,56141.0,61161.0,234599.0,66058.0,58517.0,48863.0,69673.0,38557.0,86575.0,27393.0,20625.0,16112.0,9446.0,5448.0,2313.0,34003.0,684.0,269805.0,63094.0,842767.0,,,,26.349999999999998,26.349999999999998,490941.0,82021.0
77,04,2015,23.0,23.5,24.2,23.1,71870.0,66283.0,55580.0,215951.0,51864.0,52812.0,55695.0,60223.0,236785.0,65384.0,60946.0,50232.0,69538.0,41253.0,91992.0,29221.0,21518.0,16384.0,9911.0,5499.0,2589.0,35065.0,682.0,270934.0,63243.0,850727.0,,,,23.450000000000003,23.450000000000003,493989.0,85804.0
78,04,2016,23.3,21.9,21.8,22.0,71341.0,67158.0,53276.0,211845.0,51255.0,51920.0,55394.0,59877.0,238552.0,64496.0,62816.0,51363.0,68358.0,43246.0,96439.0,31292.0,21901.0,17076.0,10589.0,5903.0,2571.0,36949.0,810.0,269139.0,62282.0,852924.0,,,,22.25,22.25,493643.0,90142.0
79,04,2017,21.3,24.0,22.4,22.8,70073.0,66477.0,52018.0,209546.0,51093.0,51678.0,54757.0,58298.0,238983.0,62848.0,64579.0,53258.0,67106.0,45605.0,101811.0,33250.0,22956.0,17186.0,11645.0,6211.0,2772.0,38747.0,933.0,264572.0,60916.0,853659.0,,,,22.624999999999996,22.624999999999996,494134.0,94953.0
80,04,2018,23.8,24.3,24.3,23.5,69543.0,66678.0,50630.0,208297.0,51026.0,52171.0,54470.0,56904.0,238761.0,61922.0,65323.0,54612.0,66585.0,46527.0,105448.0,34656.0,24265.0,17928.0,12254.0,6282.0,2918.0,40325.0,943.0,263130.0,60324.0,855961.0,,,,23.975,23.975,493585.0,99246.0
81,04,2019,22.3,22.1,20.4,20.1,69551.0,67277.0,50440.0,207824.0,50800.0,52356.0,54228.0,56013.0,239477.0,60357.0,65419.0,57688.0,64615.0,47451.0,110591.0,37368.0,25772.0,18648.0,12929.0,6606.0,3105.0,42371.0,1083.0,260947.0,59504.0,861210.0,,,,21.225,21.225,494752.0,105511.0
82,04,2020,18.9,13.4,19.5,17.0,68698.0,66399.0,49628.0,206054.0,49399.0,52648.0,54379.0,55641.0,239355.0,58553.0,64542.0,60619.0,64228.0,48842.0,115742.0,39708.0,27192.0,19422.0,13282.0,7075.0,3159.0,44131.0,1193.0,257801.0,58476.0,863083.0,,,,17.2,17.2,494251.0,111031.0
83,04,2021,17.4,16.7,18.5,19.0,68950.0,65967.0,49729.0,205964.0,48205.0,53399.0,54631.0,56155.0,240622.0,58335.0,63032.0,63100.0,65287.0,50488.0,121050.0,41450.0,29112.0,19793.0,13928.0,7417.0,3256.0,45536.0,1142.0,257985.0,57781.0,871157.0,huguette bello,Gauche,PLR,17.9,17.9,497074.0,116098.0
84,04,2022,18.4,18.8,17.5,17.0,68851.0,66069.0,50608.0,206406.0,47525.0,53322.0,54951.0,56962.0,242347.0,57982.0,63191.0,64212.0,64919.0,53167.0,127621.0,43989.0,30465.0,21229.0,14264.0,8204.0,3360.0,48276.0,1219.0,256698.0,56859.0,881348.0,huguette bello,Gauche,PLR,17.925,17.925,501920.0,122730.0
85,04,2023,18.5,18.6,20.2,18.7,68336.0,66243.0,50445.0,206557.0,46528.0,53992.0,55592.0,56375.0,241251.0,57025.0,62539.0,65312.0,64213.0,55302.0,133004.0,45370.0,32332.0,22397.0,14684.0,8886.0,3353.0,50534.0,1214.0,255107.0,56315.0,886453.0,huguette bello,Gauche,PLR,19.0,19.0,503110.0,128236.0
86,04,2024,18.5,16.5,17.5,,68277.0,66723.0,49186.0,204818.0,45939.0,53645.0,56048.0,56688.0,240419.0,56612.0,61369.0,65750.0,63118.0,57957.0,139688.0,46853.0,34878.0,23459.0,15471.0,9243.0,3538.0,52975.0,1264.0,254202.0,56084.0,892102.0,huguette bello,Gauche,PLR,17.5,17.5,503194.0,134706.0
87,11,1982,5.6,5.7,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,5.675,5.675,0.0,0.0
88,11,1983,5.6,5.6,5.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,5.75,5.75,0.0,0.0
89,11,1984,6.2,6.5,6.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,6.55,6.55,0.0,0.0
90,11,1985,6.9,7.0,7.2,7.3,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.1000000000000005,7.1000000000000005,0.0,0.0
91,11,1986,7.3,7.3,7.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.324999999999999,7.324999999999999,0.0,0.0
92,11,1987,7.5,7.5,7.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.475,7.475,0.0,0.0
93,11,1988,7.4,7.3,7.3,7.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.275,7.275,0.0,0.0
94,11,1989,6.9,6.7,6.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,6.675000000000001,6.675000000000001,0.0,0.0
95,11,1990,6.5,6.5,6.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,6.449999999999999,6.449999999999999,0.0,0.0
96,11,1991,6.4,6.6,6.9,7.0,,,,3568426.0,,,,,2603517.0,,,,,,1047162.0,,,,,,,566500.0,,0.0,,10695556.0,,,,6.725,6.725,0.0,0.0
97,11,1992,7.1,7.3,7.6,7.9,,,,3578354.0,,,,,2635604.0,,,,,,1084582.0,,,,,,,550725.0,,0.0,,10753276.0,,,,7.475,7.475,0.0,0.0
98,11,1993,8.2,8.6,8.9,9.2,,,,3582401.0,,,,,2664352.0,,,,,,1117652.0,,,,,,,538653.0,,0.0,,10793414.0,,,,8.724999999999998,8.724999999999998,0.0,0.0
99,11,1994,9.3,9.3,9.2,9.1,,,,3586068.0,,,,,2695464.0,,,,,,1143409.0,,,,,,,529914.0,,0.0,,10833223.0,,,,9.225,9.225,0.0,0.0
100,11,1995,8.9,8.8,8.7,8.8,,,,3572230.0,,,,,2723589.0,,,,,,1164004.0,,,,,,,526938.0,,0.0,,10858975.0,,,,8.8,8.8,0.0,0.0
101,11,1996,9.0,9.2,9.2,9.2,,,,3550979.0,,,,,2753625.0,,,,,,1159229.0,,,,,,,545440.0,,0.0,,10883848.0,,,,9.149999999999999,9.149999999999999,0.0,0.0
102,11,1997,9.3,9.4,9.4,9.2,,,,3521075.0,,,,,2780433.0,,,,,,1155884.0,,,,,,,560749.0,,0.0,,10895427.0,,,,9.325,9.325,0.0,0.0
103,11,1998,9.1,9.0,8.9,8.9,,,,3498549.0,,,,,2811580.0,,,,,,1154060.0,,,,,,,574256.0,,0.0,,10912622.0,,,,8.975,8.975,0.0,0.0
104,11,1999,8.9,8.8,8.5,8.2,704553.0,706428.0,762385.0,3479466.0,935072.0,912556.0,869453.0,804158.0,2846776.0,803796.0,730428.0,508394.0,724608.0,431591.0,1154587.0,390691.0,332305.0,267466.0,133656.0,119453.0,50901.0,585473.0,13997.0,2879710.0,744121.0,10946012.0,,,,8.600000000000001,8.600000000000001,6757833.0,1308469.0
105,11,2000,7.8,7.4,7.1,6.8,713923.0,709720.0,756816.0,3477197.0,934863.0,906717.0,878801.0,809754.0,2891492.0,792544.0,767694.0,521500.0,720297.0,430985.0,1156772.0,391004.0,334783.0,282945.0,127847.0,120898.0,52163.0,598598.0,14745.0,2895932.0,751992.0,11019991.0,,,,7.2749999999999995,7.2749999999999995,6799674.0,1324385.0
106,11,2001,6.5,6.4,6.5,6.6,722471.0,707821.0,768304.0,3482811.0,921797.0,908888.0,883822.0,817644.0,2937813.0,781278.0,804257.0,534634.0,716005.0,431884.0,1157090.0,386055.0,339151.0,281765.0,150847.0,111689.0,53793.0,613733.0,15639.0,2911377.0,765080.0,11102824.0,,,,6.5,6.5,6852508.0,1338939.0
107,11,2002,6.8,7.1,7.3,7.4,726490.0,714121.0,780243.0,3489442.0,899803.0,918436.0,890960.0,821955.0,2984877.0,779655.0,798461.0,584806.0,714754.0,426740.0,1152852.0,384065.0,342047.0,281602.0,175212.0,100814.0,54521.0,628614.0,16465.0,2929778.0,774413.0,11185563.0,,,,7.15,7.15,6901059.0,1354726.0
108,11,2003,7.8,8.1,8.1,8.5,727755.0,721622.0,788088.0,3495681.0,880131.0,936934.0,890528.0,828467.0,3024520.0,776620.0,787215.0,632218.0,713801.0,432195.0,1157717.0,379448.0,346074.0,283547.0,195170.0,91391.0,56272.0,643600.0,17220.0,2948556.0,785378.0,11270074.0,,,,8.125,8.125,6952396.0,1369122.0
109,11,2004,8.7,8.5,8.5,8.6,721613.0,737059.0,794311.0,3493848.0,863387.0,950390.0,885760.0,840913.0,3063842.0,777788.0,771763.0,673378.0,719159.0,441973.0,1166374.0,378290.0,346111.0,285455.0,210970.0,84677.0,56475.0,655257.0,17680.0,2970969.0,793138.0,11350290.0,,,,8.575,8.575,6999663.0,1379658.0
